address_id,address,district,city_id,postal_code,phone,last_update
54,*******************,*******,379,*****,30770*****,2006-02-15 00:45:30.000000 +0000
53,*****************,*****,237,*****,87629*****,2006-02-15 00:45:30.000000 +0000
52,*****************,*********,367,*****,70580*****,2006-02-15 00:45:30.000000 +0000
51,*****************,****,247,*****,69493*****,2006-02-15 00:45:30.000000 +0000
50,******************,*************,343,*****,26207*****,2006-02-15 00:45:30.000000 +0000
49,********************,***********,27,*****,67529*****,2006-02-15 00:45:30.000000 +0000
48,******************,*******,308,*****,17772*****,2006-02-15 00:45:30.000000 +0000
47,*************,******,167,*****,53975*****,2006-02-15 00:45:30.000000 +0000
46,******************,**********,394,*****,47167*****,2006-02-15 00:45:30.000000 +0000
45,*****************,*******,586,*****,42384*****,2006-02-15 00:45:30.000000 +0000
44,***************,********,353,*****,68076*****,2006-02-15 00:45:30.000000 +0000
43,*********************,*************,569,****,37831*****,2006-02-15 00:45:30.000000 +0000
42,********************,********,115,*****,48978*****,2006-02-15 00:45:30.000000 +0000
41,******************,*****,362,*****,91225*****,2006-02-15 00:45:30.000000 +0000
40,*************************,*******,31,*****,48118*****,2006-02-15 00:45:30.000000 +0000
39,****************,***********,544,*****,44051*****,2006-02-15 00:45:30.000000 +0000
38,**************,*******,284,*****,70840*****,2006-02-15 00:45:30.000000 +0000
37,*************************,********,17,*****,91187*****,2006-02-15 00:45:30.000000 +0000
36,*********************,*************,239,*****,62770*****,2006-02-15 00:45:30.000000 +0000
35,****************,************,257,*****,74599*****,2006-02-15 00:45:30.000000 +0000
34,*******************,******,316,*****,52525*****,2006-02-15 00:45:30.000000 +0000
33,*****************,*********,474,*****,18461*****,2006-02-15 00:45:30.000000 +0000
32,********************,*****,346,*****,67822*****,2006-02-15 00:45:30.000000 +0000
31,********************,*****************,138,*****,66535*****,2006-02-15 00:45:30.000000 +0000
30,*********************,,121,*****,99800*****,2006-02-15 00:45:30.000000 +0000
29,*************************************,****,472,*****,19649*****,2006-02-15 00:45:30.000000 +0000
28,*************,******,128,*****,93473*****,2006-02-15 00:45:30.000000 +0000
27,*******************,*******,303,****,90273*****,2006-02-15 00:45:30.000000 +0000
26,**************************,*******************,443,*****,16196*****,2006-02-15 00:45:30.000000 +0000
25,******************************,*****,525,*****,89277*****,2006-02-15 00:45:30.000000 +0000
24,**************,********************,327,*****,14445*****,2006-02-15 00:45:30.000000 +0000
23,*********************,*************,267,*****,27257*****,2006-02-15 00:45:30.000000 +0000
22,****************,******,252,*****,74779*****,2006-02-15 00:45:30.000000 +0000
21,********************,********,156,*****,40775*****,2006-02-15 00:45:30.000000 +0000
20,********************,*******,495,*****,94931*****,2006-02-15 00:45:30.000000 +0000
19,***************,**************,76,*****,99091*****,2006-02-15 00:45:30.000000 +0000
18,********************,**********,120,*****,51733*****,2006-02-15 00:45:30.000000 +0000
17,******************,********,384,*****,69547*****,2006-02-15 00:45:30.000000 +0000
16,****************,*******,582,*****,46588*****,2006-02-15 00:45:30.000000 +0000
15,*******************,********,440,****,63529*****,2006-02-15 00:45:30.000000 +0000
14,**************,*******,162,*****,64885*****,2006-02-15 00:45:30.000000 +0000
13,*****************,******,329,*****,38065*****,2006-02-15 00:45:30.000000 +0000
12,**************,********,200,*****,65728*****,2006-02-15 00:45:30.000000 +0000
11,**********************************,**************,280,*****,71657*****,2006-02-15 00:45:30.000000 +0000
10,*******************************,*****,295,*****,86045*****,2006-02-15 00:45:30.000000 +0000
9,***************,******,361,*****,10655*****,2006-02-15 00:45:30.000000 +0000
8,****************,********,349,*****,70581*****,2006-02-15 00:45:30.000000 +0000
7,*****************,******,38,*****,44847*****,2006-02-15 00:45:30.000000 +0000
6,****************,**********,449,*****,83863*****,2006-02-15 00:45:30.000000 +0000
5,**************,********,463,*****,28303*****,2006-02-15 00:45:30.000000 +0000
4,********************,***,576,,61722*****,2006-02-15 00:45:30.000000 +0000
3,*****************,*******,300,,14033*****,2006-02-15 00:45:30.000000 +0000
2,******************,***,576,,,2006-02-15 00:45:30.000000 +0000
1,*****************,*******,300,,,2006-02-15 00:45:30.000000 +0000
