address_id,address,district,city_id,postal_code,phone,last_update
342,*****************,*********,382,*****,64789*****,2006-02-15 00:45:30.000000 +0000
341,*******************,*************,427,*****,86950*****,2006-02-15 00:45:30.000000 +0000
340,*****************,******,492,*****,80303*****,2006-02-15 00:45:30.000000 +0000
339,*****************,********,505,*****,83462*****,2006-02-15 00:45:30.000000 +0000
338,**********************,****,48,*****,11950*****,2006-02-15 00:45:30.000000 +0000
337,****************,*****,143,****,38988*****,2006-02-15 00:45:30.000000 +0000
336,********************,*******,457,*****,10547*****,2006-02-15 00:45:30.000000 +0000
335,******************,********,42,*****,16545*****,2006-02-15 00:45:30.000000 +0000
334,*******************,*****,234,*****,96527*****,2006-02-15 00:45:30.000000 +0000
333,****************,*********,119,*****,38158*****,2006-02-15 00:45:30.000000 +0000
332,***********************,*****,5,*****,83441*****,2006-02-15 00:45:30.000000 +0000
331,*******************,*********,269,*****,96137*****,2006-02-15 00:45:30.000000 +0000
330,********************,****************,89,*****,82911*****,2006-02-15 00:45:30.000000 +0000
329,*********************,*****,591,*****,16888*****,2006-02-15 00:45:30.000000 +0000
328,**********************************,*******,130,*****,86905*****,2006-02-15 00:45:30.000000 +0000
327,*****************************,************,45,*****,97257*****,2006-02-15 00:45:30.000000 +0000
326,*******************,*******,81,*****,90802*****,2006-02-15 00:45:30.000000 +0000
325,***************************,*******,516,*****,47822*****,2006-02-15 00:45:30.000000 +0000
324,******************,*****,451,*****,67480*****,2006-02-15 00:45:30.000000 +0000
323,***************,******************,97,*****,55610*****,2006-02-15 00:45:30.000000 +0000
322,*********************,**********,545,*****,46568*****,2006-02-15 00:45:30.000000 +0000
321,******************,***********,336,*****,13937*****,2006-02-15 00:45:30.000000 +0000
320,*************************,********,57,*****,50880*****,2006-02-15 00:45:30.000000 +0000
319,****************,********,490,*****,70494*****,2006-02-15 00:45:30.000000 +0000
318,*****************,*****,166,*****,61312*****,2006-02-15 00:45:30.000000 +0000
317,*****************,*****,515,*****,82439*****,2006-02-15 00:45:30.000000 +0000
316,***************,*****,286,*****,68848*****,2006-02-15 00:45:30.000000 +0000
315,******************,************,215,*****,10360*****,2006-02-15 00:45:30.000000 +0000
314,********************************,*********,91,*****,80601*****,2006-02-15 00:45:30.000000 +0000
313,****************************,********,262,****,98325*****,2006-02-15 00:45:30.000000 +0000
312,******************,**************,25,*****,57344*****,2006-02-15 00:45:30.000000 +0000
311,*****************************,*****,507,*****,18117*****,2006-02-15 00:45:30.000000 +0000
310,*******************************,*****,33,*****,26208*****,2006-02-15 00:45:30.000000 +0000
309,******************,******,99,*****,50443*****,2006-02-15 00:45:30.000000 +0000
308,***********************,*****,455,*****,40721*****,2006-02-15 00:45:30.000000 +0000
307,********************,********,536,*****,10805*****,2006-02-15 00:45:30.000000 +0000
306,****************,***********,254,*****,96110*****,2006-02-15 00:45:30.000000 +0000
305,******************,***********,398,*****,51917*****,2006-02-15 00:45:30.000000 +0000
304,*********************,*********,205,*****,71060*****,2006-02-15 00:45:30.000000 +0000
303,***************,*****************,387,*****,16164*****,2006-02-15 00:45:30.000000 +0000
302,*******************,***********,9,****,51073*****,2006-02-15 00:45:30.000000 +0000
301,**********************,******,400,*****,42992*****,2006-02-15 00:45:30.000000 +0000
300,*****************,*******,274,****,81643*****,2006-02-15 00:45:30.000000 +0000
299,*******************,****,140,*****,96727*****,2006-02-15 00:45:30.000000 +0000
298,****************,********,146,*****,96604*****,2006-02-15 00:45:30.000000 +0000
297,********************,******,470,*****,35097*****,2006-02-15 00:45:30.000000 +0000
296,*****************,********,433,*****,97679*****,2006-02-15 00:45:30.000000 +0000
295,********************,******,562,*****,89252*****,2006-02-15 00:45:30.000000 +0000
294,******************,********************,279,*****,17226*****,2006-02-15 00:45:30.000000 +0000
293,********************,**********,563,*****,95712*****,2006-02-15 00:45:30.000000 +0000
292,***************,**********,522,*****,64848*****,2006-02-15 00:45:30.000000 +0000
291,********************,**********,152,*****,55823*****,2006-02-15 00:45:30.000000 +0000
290,*********************,*****,386,*****,34124*****,2006-02-15 00:45:30.000000 +0000
289,******************,***********,69,*****,19500*****,2006-02-15 00:45:30.000000 +0000
288,******************,********,277,*****,79065*****,2006-02-15 00:45:30.000000 +0000
287,*******************,*****,411,****,62781*****,2006-02-15 00:45:30.000000 +0000
286,**************,******,175,*****,58302*****,2006-02-15 00:45:30.000000 +0000
285,******************************,************,389,*****,85059*****,2006-02-15 00:45:30.000000 +0000
284,*******************,****************,514,*****,11759*****,2006-02-15 00:45:30.000000 +0000
283,*****************,*****,222,*****,88075*****,2006-02-15 00:45:30.000000 +0000
282,****************,**********,374,*****,36398*****,2006-02-15 00:45:30.000000 +0000
281,****************,********,573,*****,75975*****,2006-02-15 00:45:30.000000 +0000
280,*******************************,********,404,*****,87433*****,2006-02-15 00:45:30.000000 +0000
279,*********************,*******,263,*****,95994*****,2006-02-15 00:45:30.000000 +0000
278,*******************,**********,445,****,45387*****,2006-02-15 00:45:30.000000 +0000
277,***********************************,********,584,*****,17073*****,2006-02-15 00:45:30.000000 +0000
276,*******************,**********,283,*****,27114*****,2006-02-15 00:45:30.000000 +0000
275,**************,*************,255,*****,70176*****,2006-02-15 00:45:30.000000 +0000
274,*******************,**********,446,*****,68501*****,2006-02-15 00:45:30.000000 +0000
273,*****************,******,395,*****,35744*****,2006-02-15 00:45:30.000000 +0000
272,******************,*****,298,*****,19245*****,2006-02-15 00:45:30.000000 +0000
271,***************,********,447,****,62162*****,2006-02-15 00:45:30.000000 +0000
270,*******************,*************,378,*****,47555*****,2006-02-15 00:45:30.000000 +0000
269,***********************,*****,203,*****,30396*****,2006-02-15 00:45:30.000000 +0000
268,******************,********************,323,*****,32288*****,2006-02-15 00:45:30.000000 +0000
267,*******************,*****,414,*****,28287*****,2006-02-15 00:45:30.000000 +0000
266,***************,**************,548,*****,26515*****,2006-02-15 00:45:30.000000 +0000
265,****************************,******,136,*****,27655*****,2006-02-15 00:45:30.000000 +0000
264,*****************,************,197,*****,53824*****,2006-02-15 00:45:30.000000 +0000
263,*****************,********,460,*****,46871*****,2006-02-15 00:45:30.000000 +0000
262,****************,******,64,*****,24547*****,2006-02-15 00:45:30.000000 +0000
261,****************,*******,342,*****,88453*****,2006-02-15 00:45:30.000000 +0000
260,*********************,*************,192,*****,98744*****,2006-02-15 00:45:30.000000 +0000
259,******************,************,413,*****,84052*****,2006-02-15 00:45:30.000000 +0000
258,*************,********,338,*****,13467*****,2006-02-15 00:45:30.000000 +0000
256,*****************,*******,312,****,24681*****,2006-02-15 00:45:30.000000 +0000
255,*******************,**************,198,*****,56735*****,2006-02-15 00:45:30.000000 +0000
254,********************,**********,390,*****,71625*****,2006-02-15 00:45:30.000000 +0000
253,*****************,*******,535,*****,56257*****,2006-02-15 00:45:30.000000 +0000
252,*******************,*******,520,*****,43578*****,2006-02-15 00:45:30.000000 +0000
251,*********************,*****,124,*****,26679*****,2006-02-15 00:45:30.000000 +0000
250,*********************,*****,328,****,74107*****,2006-02-15 00:45:30.000000 +0000
249,****************,*******,553,*****,89028*****,2006-02-15 00:45:30.000000 +0000
248,****************,***************,294,*****,56986*****,2006-02-15 00:45:30.000000 +0000
247,*********************,******,454,*****,68601*****,2006-02-15 00:45:30.000000 +0000
246,*********************,*****,422,*****,89028*****,2006-02-15 00:45:30.000000 +0000
245,********************,*****,578,*****,27997*****,2006-02-15 00:45:30.000000 +0000
244,***********************,*********,226,****,13777*****,2006-02-15 00:45:30.000000 +0000
243,*****************,*********,118,*****,63937*****,2006-02-15 00:45:30.000000 +0000
242,***************,*********,473,*****,91811*****,2006-02-15 00:45:30.000000 +0000
241,*****************************,*********,357,*****,79255*****,2006-02-15 00:45:30.000000 +0000
240,*************************,****************,527,*****,72778*****,2006-02-15 00:45:30.000000 +0000
239,*************************,*****,96,*****,61017*****,2006-02-15 00:45:30.000000 +0000
238,******************,*******,233,*****,63042*****,2006-02-15 00:45:30.000000 +0000
237,*****************,****,216,*****,43177*****,2006-02-15 00:45:30.000000 +0000
236,*****************,******,596,*****,58896*****,2006-02-15 00:45:30.000000 +0000
235,*****************,************,559,*****,54132*****,2006-02-15 00:45:30.000000 +0000
234,*********************,********,86,*****,47900*****,2006-02-15 00:45:30.000000 +0000
233,*****************,****,26,*****,22326*****,2006-02-15 00:45:30.000000 +0000
232,******************,**********,406,*****,59431*****,2006-02-15 00:45:30.000000 +0000
231,********************,********,439,*****,66982*****,2006-02-15 00:45:30.000000 +0000
230,********************,*******,37,*****,68419*****,2006-02-15 00:45:30.000000 +0000
229,***************,**********,22,*****,46079*****,2006-02-15 00:45:30.000000 +0000
228,************************,*********,243,*****,96306*****,2006-02-15 00:45:30.000000 +0000
227,*******************,******,324,*****,99760*****,2006-02-15 00:45:30.000000 +0000
226,********************************,*********,235,*****,51633*****,2006-02-15 00:45:30.000000 +0000
225,*******************,*******,511,*****,46973*****,2006-02-15 00:45:30.000000 +0000
224,**********************,*************,593,*****,70687*****,2006-02-15 00:45:30.000000 +0000
223,********************************,************,567,*****,99180*****,2006-02-15 00:45:30.000000 +0000
222,**********************,*****,251,*****,88664*****,2006-02-15 00:45:30.000000 +0000
221,*******************,*************,448,*****,77850*****,2006-02-15 00:45:30.000000 +0000
220,******************,****,28,*****,87349*****,2006-02-15 00:45:30.000000 +0000
219,*********************,*******,498,*****,35267*****,2006-02-15 00:45:30.000000 +0000
218,***************,**********,508,****,78588*****,2006-02-15 00:45:30.000000 +0000
217,********************,*****,518,*****,58431*****,2006-02-15 00:45:30.000000 +0000
216,*******************,**********,65,*****,16875*****,2006-02-15 00:45:30.000000 +0000
215,******************,*****,174,*****,40830*****,2006-02-15 00:45:30.000000 +0000
214,*************,****,7,*****,75646*****,2006-02-15 00:45:30.000000 +0000
213,**************,*********,74,****,95666*****,2006-02-15 00:45:30.000000 +0000
212,********************,************,51,*****,49677*****,2006-02-15 00:45:30.000000 +0000
211,***************,*****,371,*****,40340*****,2006-02-15 00:45:30.000000 +0000
210,************************,**************,83,*****,90336*****,2006-02-15 00:45:30.000000 +0000
209,***********************,**********,122,*****,90590*****,2006-02-15 00:45:30.000000 +0000
208,**********************,****,557,*****,64623*****,2006-02-15 00:45:30.000000 +0000
207,***************,**************,184,*****,65221*****,2006-02-15 00:45:30.000000 +0000
206,***************,***********,77,****,36905*****,2006-02-15 00:45:30.000000 +0000
205,******************,*******************,575,****,14664*****,2006-02-15 00:45:30.000000 +0000
204,********************,****,35,****,76447*****,2006-02-15 00:45:30.000000 +0000
203,*********************************,********,194,*****,47088*****,2006-02-15 00:45:30.000000 +0000
202,***************,************,218,****,76848*****,2006-02-15 00:45:30.000000 +0000
201,*****************,*******,109,*****,26428*****,2006-02-15 00:45:30.000000 +0000
200,******************,****************,325,*****,33113*****,2006-02-15 00:45:30.000000 +0000
199,*****************************,*******************,477,*****,41941*****,2006-02-15 00:45:30.000000 +0000
198,********************,********,204,*****,10449*****,2006-02-15 00:45:30.000000 +0000
197,******************,******,271,*****,94083*****,2006-02-15 00:45:30.000000 +0000
196,****************************,*************,169,*****,95618*****,2006-02-15 00:45:30.000000 +0000
195,*************************************,**************,369,*****,81282*****,2006-02-15 00:45:30.000000 +0000
